distX;distY;myGunHeading;velocityX;velocityY;hit
174.38;68.85;290.00;0.47;0.17;1
170.16;67.31;295.00;-4.69;-1.72;1
161.40;63.65;300.00;0.47;0.17;1
152.37;59.43;305.00;-4.22;-1.55;1
148.75;56.73;310.00;-4.69;-1.72;1
207.26;76.27;270.00;-4.22;-1.55;0
202.73;76.44;275.00;-4.69;-1.72;0
188.36;72.56;280.00;0.47;0.17;0
124.56;41.16;325.00;-4.69;-1.72;0
132.46;46.71;320.00;-4.22;-1.55;0
122.16;37.24;330.00;-4.69;-1.72;0
115.43;31.36;335.00;0.47;0.17;0
140.69;51.97;315.00;0.47;0.17;0
108.62;25.10;340.00;-4.22;-1.55;0
107.38;20.58;345.00;-4.69;-1.72;0
101.87;14.20;350.00;0.47;0.17;0
96.30;7.55;355.00;-4.22;-1.55;0
96.34;2.74;0.00;-4.69;-1.72;0
86.95;-5.70;5.00;-9.39;-3.44;0
160.00;235.00;5.00;0.00;0.00;0
160.44;230.02;10.00;0.00;0.00;0
-402.43;86.08;50.00;0.00;0.00;0
-209.53;-144.53;85.00;-9.66;-2.60;1
-214.21;-147.56;90.00;-9.66;-2.60;1
-389.94;77.87;55.00;0.00;0.00;0
-377.18;70.00;60.00;8.66;-5.00;0
-364.19;62.50;65.00;8.66;-5.00;0
-204.67;-135.45;70.00;0.00;0.00;0
-199.98;-137.16;75.00;0.00;0.00;0
-204.80;-141.06;80.00;0.00;0.00;0
-214.04;-148.86;95.00;-9.66;-2.60;0
-213.88;-149.73;100.00;-4.83;-1.30;0
-218.61;-151.46;105.00;-4.83;-1.30;0
-223.87;-151.55;120.00;-4.83;-1.30;1
-218.61;-151.47;110.00;-9.66;-2.60;0
-230.92;-148.17;135.00;-4.83;-1.30;0
-225.10;-148.78;130.00;-4.83;-1.30;0
-224.36;-150.35;125.00;-9.66;-2.60;0
-232.21;-145.93;140.00;-9.66;-2.60;0
-218.74;-151.06;115.00;-4.83;-1.30;0
-233.83;-143.40;145.00;-4.83;-1.30;0
-240.62;-141.91;150.00;-4.83;-1.30;0
-242.88;-133.60;155.00;-9.66;-2.60;0
-250.30;-132.10;160.00;-4.76;3.98;0
205.59;318.65;295.00;0.00;0.00;0
203.48;323.18;300.00;0.00;0.00;0
200.98;327.51;305.00;0.00;0.00;0
198.11;331.61;310.00;0.00;0.00;0
194.89;335.44;315.00;0.00;0.00;0
191.36;338.97;320.00;0.00;0.00;0
183.43;345.05;330.00;0.00;0.00;1
187.53;342.18;325.00;0.00;0.00;0
179.10;342.05;335.00;0.00;0.00;0
174.57;344.17;340.00;0.00;0.00;0
169.87;345.88;345.00;0.00;0.00;0
165.04;347.17;350.00;0.00;0.00;0
160.12;348.04;355.00;0.00;0.00;0
155.14;348.47;0.00;0.00;0.00;0
150.14;348.47;5.00;0.00;0.00;0
-442.85;72.14;55.00;8.66;-5.00;0
80.00;-160.00;0.00;0.00;0.00;0
204.06;-170.42;185.00;0.00;0.00;0
204.50;-165.44;190.00;0.00;0.00;0
204.50;-160.44;195.00;0.00;0.00;0
204.06;-155.45;200.00;0.00;0.00;0
289.08;-180.64;205.00;0.00;0.00;0
283.15;-177.70;210.00;0.00;0.00;0
250.80;-169.45;230.00;-4.63;-1.88;1
238.32;-169.39;235.00;-4.63;-1.88;1
230.16;-167.73;240.00;-9.26;-3.76;1
276.81;-174.88;215.00;-4.63;-1.88;0
265.43;-174.11;220.00;-4.63;-1.88;0
258.30;-171.67;225.00;-9.26;-3.76;0
221.69;-166.40;245.00;-4.63;-1.88;0
208.33;-167.30;250.00;-4.63;-1.88;0
199.37;-166.68;255.00;-9.26;-3.76;0
190.21;-166.45;260.00;-4.63;-1.88;0
176.24;-168.50;265.00;-4.63;-1.88;0
166.78;-169.09;270.00;-9.26;-3.76;0
157.23;-170.10;275.00;-4.63;-1.88;0
125.31;-109.98;305.00;0.00;0.00;0
142.98;-173.43;280.00;-4.63;-1.88;0
120.78;-112.10;310.00;0.00;0.00;0
130.01;-108.27;300.00;0.00;0.00;0
116.45;-114.60;315.00;0.00;0.00;0
112.35;-117.47;320.00;0.00;0.00;0
134.84;-106.98;295.00;0.00;0.00;0
144.74;-105.68;285.00;0.00;0.00;0
139.76;-106.11;290.00;0.00;0.00;0
-3.78;-381.74;150.00;0.00;0.00;0
-10.54;-384.34;155.00;-4.63;-1.88;0
-12.31;-390.32;160.00;-4.63;-1.88;0
-18.36;-392.41;165.00;-9.26;-3.77;0
-24.08;-394.21;170.00;-9.26;-3.77;1
-29.52;-401.20;175.00;0.00;0.00;0
-34.68;-402.34;180.00;-4.63;-1.89;0
-34.98;-406.73;185.00;-4.63;-1.89;0
-35.08;-410.74;190.00;-4.63;-1.89;0
-39.62;-410.76;195.00;-9.25;-3.81;0
-44.02;-415.92;200.00;0.00;0.00;0
237.62;-246.34;225.00;0.00;0.00;1
217.73;-247.21;205.00;0.00;0.00;0
222.71;-247.64;210.00;0.00;0.00;0
227.71;-247.64;215.00;0.00;0.00;0
232.69;-247.21;220.00;0.00;0.00;0
242.45;-245.05;230.00;0.00;0.00;0
251.68;-241.22;240.00;0.00;0.00;0
247.15;-243.34;235.00;0.00;0.00;0
256.01;-238.72;245.00;0.00;0.00;0
260.10;-235.85;250.00;0.00;0.00;0
263.93;-232.64;255.00;0.00;0.00;0
267.47;-229.11;260.00;0.00;0.00;0
270.68;-225.28;265.00;0.00;0.00;0
-80.00;-160.00;0.00;0.00;0.00;0
-157.00;-89.53;25.00;0.00;0.00;0
-157.89;-84.53;30.00;0.00;0.00;0
-160.00;-80.00;35.00;-3.00;9.53;0
-163.21;-76.17;40.00;-4.61;8.86;0
-167.37;-73.25;45.00;-6.08;7.93;0
-172.26;-71.42;50.00;-7.37;6.75;0
-57.63;-127.97;55.00;0.00;0.00;0
-53.54;-130.84;60.00;0.00;0.00;0
-49.21;-133.34;65.00;0.00;0.00;0
-44.67;-135.45;70.00;0.00;0.00;0
-39.98;-137.16;75.00;0.00;0.00;0
-35.15;-138.46;80.00;0.00;0.00;0
-30.22;-139.32;85.00;0.00;0.00;0
-25.24;-139.76;90.00;0.00;0.00;0
-20.24;-139.76;95.00;0.00;0.00;0
-15.26;-139.32;100.00;0.00;0.00;0
-10.34;-138.46;105.00;0.00;0.00;0
-5.51;-137.16;110.00;0.00;0.00;0
-0.81;-135.45;115.00;0.00;0.00;0
-56.63;-257.94;135.00;-4.03;-2.95;1
-52.75;-254.70;120.00;0.00;0.00;0
-61.16;-260.31;140.00;-4.03;-2.95;1
-56.49;-258.11;125.00;0.00;0.00;0
-56.42;-258.20;130.00;-8.07;-5.91;0
-68.71;-259.87;155.00;-4.03;-2.95;1
-70.63;-258.30;160.00;-8.07;-5.91;1
-103.93;-250.55;195.00;-4.03;-2.95;1
-113.29;-251.63;200.00;-4.03;-2.95;1
-61.98;-259.43;145.00;-8.07;-5.91;0
-63.14;-258.29;150.00;-4.03;-2.95;0
30.21;-60.57;205.00;0.00;0.00;1
28.10;-56.04;210.00;0.00;0.00;1
-72.96;-256.55;165.00;-4.03;-2.95;0
25.60;-51.71;215.00;0.00;0.00;1
-79.73;-257.63;170.00;-4.03;-2.95;0
-82.90;-255.66;175.00;-8.07;-5.91;0
22.73;-47.61;220.00;0.00;0.00;1
-86.49;-253.63;180.00;-4.03;-2.95;0
-94.56;-254.54;185.00;-4.03;-2.95;0
27.29;-51.56;225.00;0.00;0.00;1
-99.03;-252.52;190.00;-8.07;-5.91;0
23.76;-48.02;230.00;0.00;0.00;1
28.94;-51.12;235.00;0.00;0.00;1
24.84;-48.25;240.00;0.00;0.00;1
-238.70;150.09;15.00;0.00;0.00;0
-237.84;150.25;20.00;0.00;0.00;0
-315.69;215.57;25.00;0.00;0.00;0
-313.58;211.04;30.00;0.00;0.00;0
-311.08;206.71;35.00;0.00;0.00;0
-293.54;189.16;60.00;0.00;0.00;1
-308.21;202.61;40.00;0.00;0.00;0
-369.21;-53.34;65.00;0.00;0.00;1
-297.63;192.03;55.00;0.00;0.00;1
-305.00;198.78;45.00;0.00;0.00;0
-301.46;195.24;50.00;0.00;0.00;0
-364.67;-55.45;70.00;0.00;0.00;0
-368.42;-62.52;75.00;0.00;0.00;0
-367.81;-66.49;80.00;-8.44;-5.36;0
-367.11;-70.04;85.00;-4.22;-2.68;0
-372.55;-85.25;105.00;-4.22;-2.68;1
-370.57;-75.84;90.00;-4.22;-2.68;0
-375.39;-90.84;130.00;-4.22;-2.68;0
-375.27;-91.03;125.00;-8.44;-5.36;0
-369.79;-78.52;95.00;-8.44;-5.36;0
-375.38;-90.85;120.00;-4.22;-2.68;0
-369.03;-80.76;100.00;-4.22;-2.68;0
-371.47;-87.60;115.00;-4.22;-2.68;0
-371.94;-86.63;110.00;-8.44;-5.36;0
-209.79;346.16;5.00;0.00;0.00;0
-211.90;345.19;10.00;0.00;0.00;0
-214.40;344.02;15.00;0.00;0.00;0
-217.27;342.61;20.00;0.00;0.00;0
-227.85;342.19;35.00;0.00;0.00;1
-220.48;340.94;25.00;0.00;0.00;0
-224.02;344.48;30.00;0.00;0.00;0
-231.95;345.06;40.00;0.00;0.00;0
-236.28;342.06;45.00;0.00;0.00;0
-245.51;345.88;55.00;0.00;0.00;0
-240.81;344.17;50.00;0.00;0.00;0
-250.34;347.18;60.00;0.00;0.00;0
-249.41;181.43;15.00;0.00;0.00;0
-248.12;176.60;20.00;0.00;0.00;0
-246.41;171.90;25.00;0.00;0.00;0
-244.29;167.37;30.00;0.00;0.00;0
-241.79;163.04;35.00;0.00;0.00;0
-238.92;158.95;40.00;0.00;0.00;0
-228.34;148.37;55.00;0.00;0.00;1
-224.25;145.50;60.00;0.00;0.00;1
-235.71;155.12;45.00;0.00;0.00;0
-232.17;151.58;50.00;0.00;0.00;0
-219.92;143.00;65.00;0.00;0.00;0
-215.39;140.89;70.00;0.00;0.00;0
-210.69;139.18;75.00;0.00;0.00;0
-205.86;137.88;80.00;0.00;0.00;0
-200.93;137.01;85.00;0.00;0.00;0
-195.95;136.58;90.00;0.00;0.00;0
-190.95;136.58;95.00;0.00;0.00;0
-185.97;137.01;100.00;0.00;0.00;0
-408.08;-187.03;140.00;-4.22;-2.68;0
-181.05;137.88;105.00;0.00;0.00;0
-171.52;140.89;115.00;0.00;0.00;1
-176.22;139.18;110.00;0.00;0.00;0
80.00;0.00;0.00;0.00;0.00;0
80.00;-5.00;5.00;0.00;0.00;0
223.08;-16.21;200.00;0.00;0.00;0
223.95;-11.28;205.00;0.00;0.00;0
224.39;-6.30;210.00;0.00;0.00;0
224.39;-1.30;215.00;0.00;0.00;0
223.95;3.68;220.00;0.00;0.00;0
223.08;8.60;225.00;0.00;0.00;0
221.79;13.43;230.00;0.00;0.00;0
220.08;18.13;235.00;0.00;0.00;0
217.96;22.66;240.00;0.00;0.00;0
324.74;67.78;245.00;0.00;0.00;0
312.19;63.88;250.00;-4.84;-1.25;0
304.13;66.46;255.00;-4.84;-1.25;0
290.92;62.00;260.00;-9.68;-2.50;0
263.62;57.59;270.00;-4.84;-1.25;1
254.45;58.84;275.00;-4.84;-1.25;1
245.08;59.70;280.00;-4.84;-1.25;1
277.40;62.71;265.00;0.00;0.00;0
230.70;53.41;285.00;-9.68;-2.50;1
216.18;52.21;290.00;0.00;0.00;0
211.74;53.20;295.00;-9.68;-2.50;0
201.92;52.39;300.00;0.48;0.12;0
197.41;52.52;305.00;-4.84;-1.25;0
164.90;44.84;325.00;0.48;0.12;0
173.96;47.67;320.00;-4.84;-1.25;0
155.53;41.48;330.00;-4.36;-1.12;0
178.30;48.84;315.00;-4.36;-1.12;0
146.36;37.73;335.00;-4.84;-1.25;0
142.74;34.98;340.00;-4.84;-1.25;0
188.07;50.96;310.00;0.48;0.12;0
134.56;30.65;345.00;0.48;0.12;0
126.18;25.86;350.00;-4.36;-1.12;0
-228.21;-37.39;40.00;0.00;0.00;0
-225.00;-41.22;45.00;0.00;0.00;0
-221.46;-44.76;50.00;0.00;0.00;0
-217.63;-47.97;55.00;0.00;0.00;0
-213.54;-50.84;60.00;0.00;0.00;0
-209.21;-53.34;65.00;0.00;0.00;0
-213.13;-84.68;110.00;-8.66;-5.00;1
-217.09;-87.97;115.00;-8.66;-5.00;1
-204.67;-55.45;70.00;0.00;0.00;0
-199.98;-57.16;75.00;0.00;0.00;0
-195.15;-58.46;80.00;0.00;0.00;0
-194.55;-61.83;85.00;0.00;0.00;0
-198.23;-67.26;90.00;-4.33;-2.50;0
-201.89;-72.27;95.00;-8.66;-5.00;0
-205.56;-76.83;100.00;-8.66;-5.00;0
-209.30;-80.97;105.00;-8.66;-5.00;0
-227.07;-91.25;140.00;-4.33;-2.50;0
-226.27;-92.29;135.00;-8.66;-5.00;0
-225.78;-93.00;130.00;-4.33;-2.50;0
-232.51;-92.43;145.00;-4.33;-2.50;0
-221.21;-90.86;125.00;-8.66;-5.00;0
-233.97;-90.83;150.00;-8.66;-5.00;0
-221.21;-90.86;120.00;-8.66;-5.00;0
-235.80;-89.00;155.00;-4.33;-2.50;0
-242.35;-89.47;160.00;-4.33;-2.50;0
-411.75;-30.42;65.00;0.00;0.00;0
-416.28;-28.31;70.00;0.00;0.00;0
-420.98;-26.60;75.00;0.00;0.00;0
-425.81;-25.31;80.00;0.00;0.00;0
-267.64;100.86;30.00;0.00;0.00;0
-253.31;97.91;35.00;0.00;0.00;0
-238.94;100.89;40.00;9.40;-2.08;0
-224.54;98.81;45.00;9.40;3.42;0
-210.16;97.17;50.00;9.40;-2.08;0
-195.84;101.46;55.00;9.40;-2.08;1
-181.61;100.67;60.00;9.40;3.42;1
-167.52;105.80;65.00;9.40;-2.08;1
-153.59;105.84;70.00;9.40;3.42;0
-139.86;106.26;75.00;9.40;-2.08;0
-135.77;109.13;80.00;9.40;-2.08;0
-140.80;107.73;85.00;0.00;0.00;0
-414.59;-169.49;135.00;0.00;0.00;0
162.60;140.27;20.00;0.00;0.00;0
161.30;145.09;15.00;0.00;0.00;0
160.44;150.02;10.00;0.00;0.00;0
160.00;160.00;0.00;0.00;0.00;0
160.00;155.00;5.00;0.00;0.00;0
90.20;103.90;225.00;0.00;0.00;0
76.06;91.33;230.00;-7.07;-7.07;0
58.08;74.90;235.00;-3.54;-3.54;0
46.92;70.70;240.00;-3.54;-3.54;0
35.52;66.13;245.00;-7.07;-7.07;0
20.38;52.14;250.00;-7.07;-7.07;0
8.61;46.78;255.00;-3.54;-3.54;0
12.26;51.05;260.00;-7.07;-7.07;0
29.85;34.40;280.00;0.35;0.35;1
16.53;50.12;265.00;0.35;0.35;0
34.12;31.72;285.00;0.35;0.35;1
30.47;31.61;290.00;0.35;0.35;1
33.00;31.63;295.00;0.71;0.71;1
16.50;50.00;270.00;-3.18;-3.18;0
29.18;45.68;275.00;0.35;0.35;0
-80.00;0.00;0.00;0.00;0.00;0
-80.00;-5.00;5.00;0.00;0.00;0
-79.56;-9.98;10.00;0.00;0.00;0
-78.70;-9.41;15.00;0.00;0.00;0
-77.40;-8.73;20.00;0.00;0.00;0
-75.69;-7.93;25.00;0.00;0.00;0
-73.58;-6.96;30.00;0.00;0.00;0
-71.08;-5.79;35.00;0.00;0.00;0
-68.21;-4.39;40.00;0.00;0.00;0
-65.00;-2.72;45.00;0.00;0.00;0
-61.46;-6.26;50.00;0.00;0.00;0
-57.63;-3.97;55.00;0.00;0.00;0
-53.54;-6.84;60.00;0.00;0.00;0
-53.55;-18.19;65.00;-2.90;-9.57;0
-51.92;-29.88;70.00;-1.45;-4.79;0
-50.12;-41.16;75.00;-2.90;-9.57;0
-48.19;-52.02;80.00;-2.90;-9.57;0
-46.16;-62.46;85.00;-2.90;-9.57;0
-44.08;-72.47;90.00;-2.90;-9.57;0
-41.98;-82.04;95.00;-2.90;-9.57;0
-39.90;-91.18;100.00;-2.90;-9.57;0
-37.87;-99.88;105.00;-2.90;-9.57;0
-34.49;-103.37;110.00;-2.90;-9.57;0
-32.69;-111.23;115.00;-1.45;-4.79;0
-31.06;-118.69;120.00;-2.90;-9.57;0
-29.62;-125.76;125.00;-2.90;-9.57;0
-28.43;-132.46;130.00;-2.90;-9.57;0
-27.49;-138.82;135.00;-2.90;-9.57;0
-26.86;-144.85;140.00;-2.90;-9.57;0
-26.54;-150.59;145.00;-2.90;-9.57;0
-26.57;-156.07;150.00;-2.90;-9.57;0
-28.94;-171.22;165.00;-2.90;-9.57;1
-26.97;-161.31;155.00;-2.90;-9.57;0
-30.55;-175.96;170.00;-2.90;-9.57;1
-27.76;-166.35;160.00;-2.90;-9.57;0
-32.58;-180.61;175.00;-2.90;-9.57;0
-35.04;-185.20;180.00;-2.90;-9.57;0
-37.94;-189.77;185.00;-2.90;-9.57;0
-41.27;-194.36;190.00;-2.90;-9.57;0
-45.04;-199.01;195.00;-2.90;-9.57;0
-49.23;-203.75;200.00;-2.90;-9.57;0
-61.35;-209.33;215.00;-1.45;-4.79;1
-65.67;-210.02;220.00;-2.90;-9.57;1
-52.39;-203.83;205.00;-2.90;-9.57;0
-55.95;-204.09;210.00;-1.45;-4.79;0
-70.33;-210.97;225.00;-1.45;-4.79;0
175.98;-230.74;230.00;0.00;0.00;0
172.15;-227.53;235.00;0.00;0.00;0
168.05;-224.66;240.00;0.00;0.00;0
163.72;-222.16;245.00;0.00;0.00;0
0.00;160.00;0.00;0.00;0.00;1
0.00;155.00;5.00;0.00;0.00;1
0.44;150.02;10.00;0.00;0.00;1
1.30;145.09;15.00;0.00;0.00;0
2.60;140.27;20.00;0.00;0.00;0
4.31;135.57;25.00;0.00;0.00;0
6.42;131.04;30.00;0.00;0.00;0
8.92;126.71;35.00;0.00;0.00;0
11.79;122.61;40.00;0.00;0.00;0
15.00;118.78;45.00;0.00;0.00;0
18.54;115.24;50.00;0.00;0.00;0
22.37;112.03;55.00;0.00;0.00;0
26.46;109.16;60.00;0.00;0.00;0
30.79;106.66;65.00;0.00;0.00;0
35.33;104.55;70.00;0.00;0.00;0
40.02;102.84;75.00;0.00;0.00;0
39.40;93.17;80.00;0.00;0.00;0
33.68;116.71;245.00;-5.46;-8.38;0
28.66;113.31;250.00;0.00;0.00;0
25.93;114.12;255.00;-5.46;-8.38;0
22.76;114.92;260.00;-2.73;-4.19;0
16.43;111.46;265.00;-2.73;-4.19;0
12.41;112.10;270.00;-5.46;-8.38;0
7.97;112.61;275.00;-2.73;-4.19;0
0.40;108.76;280.00;-2.73;-4.19;0
-4.83;108.90;285.00;-5.46;-8.38;0
-10.43;108.81;290.00;-2.73;-4.19;0
-19.10;104.26;295.00;-2.73;-4.19;0
-48.53;95.43;315.00;-5.46;-8.38;0
-41.48;97.12;310.00;-2.73;-4.19;0
-55.80;93.35;320.00;-2.73;-4.19;0
-25.36;103.61;300.00;-5.46;-8.38;0
-31.92;102.63;305.00;-2.73;-4.19;0
-65.95;86.68;325.00;-2.73;-4.19;0
-73.51;83.79;330.00;-5.46;-8.38;0
-81.16;80.47;335.00;-2.73;-4.19;0
-91.60;72.52;340.00;-2.73;-4.19;0
-99.33;68.34;345.00;-5.46;-8.38;0
-107.04;63.71;350.00;-2.73;-4.19;0
-117.42;54.46;355.00;-2.73;-4.19;0
-124.98;48.98;0.00;-5.46;-8.38;0
-132.41;43.08;5.00;-2.73;-4.19;0
-142.40;32.59;10.00;-2.73;-4.19;0
-149.46;25.90;15.00;-5.46;-8.38;0
-156.28;18.84;20.00;-2.73;-4.19;0
-165.57;7.25;25.00;-5.46;-8.38;0
-174.57;-4.67;30.00;0.00;0.00;0
-180.51;-12.69;35.00;-5.46;-8.38;0
-186.11;-20.97;40.00;-2.73;-4.19;0
-194.06;-33.68;45.00;-2.73;-4.19;0
-198.91;-42.40;50.00;-5.46;-8.38;0
-203.35;-51.29;55.00;-2.73;-4.19;0
-210.10;-64.50;60.00;-2.73;-4.19;0
-213.70;-73.61;65.00;-5.46;-8.38;0
-216.86;-82.78;70.00;-2.73;-4.19;0
-222.32;-96.16;75.00;-2.73;-4.19;0
-224.61;-105.34;80.00;-5.46;-8.38;0
-226.47;-114.45;85.00;-2.73;-4.19;0
-230.62;-127.66;90.00;-2.73;-4.19;0
-231.64;-136.56;95.00;-5.45;-8.38;0
-232.25;-145.28;100.00;-2.72;-4.19;0
-235.17;-158.01;105.00;-2.72;-4.19;0
-235.00;-166.32;110.00;-5.43;-8.40;0
-234.48;-174.36;115.00;-2.70;-4.21;0
-369.21;-53.34;65.00;0.00;0.00;0
-364.67;-55.45;70.00;0.00;0.00;0
-351.66;-190.79;90.00;0.00;0.00;0
-346.66;-190.79;95.00;0.00;0.00;0
-341.68;-190.36;100.00;0.00;0.00;0
-336.76;-189.49;105.00;0.00;0.00;0
-331.93;-188.20;110.00;0.00;0.00;0
-194.90;-303.74;120.00;0.00;0.00;1
-194.60;-304.56;115.00;0.00;0.00;0
-200.22;-303.84;125.00;-4.83;-1.30;0
-201.95;-300.36;135.00;-4.83;-1.30;1
-208.07;-299.43;140.00;-4.83;-1.30;1
-200.96;-302.28;130.00;-9.66;-2.60;0
-209.69;-296.90;145.00;-9.66;-2.60;0
-211.65;-294.11;150.00;-4.83;-1.30;0
-218.80;-292.38;155.00;-4.83;-1.30;0
-221.52;-289.15;160.00;-9.66;-2.60;0
-224.64;-285.75;165.00;-4.83;-1.30;0
-233.00;-283.52;170.00;-4.83;-1.30;0
-222.01;-149.55;75.00;0.00;0.00;0
-236.75;-149.56;80.00;0.00;0.00;0
-251.20;-151.69;85.00;-9.91;-1.30;0
-265.04;-155.87;90.00;-9.53;-3.00;0
-374.65;-207.94;95.00;-9.66;-2.60;0
-379.63;-208.37;100.00;0.00;0.00;0
-294.62;-170.62;105.00;-8.86;-4.61;0
-308.68;-175.74;120.00;0.00;0.00;1
-299.45;-171.92;110.00;0.00;0.00;0
-304.15;-173.63;115.00;0.00;0.00;1
-320.94;-184.32;135.00;0.00;0.00;0
-317.11;-181.11;130.00;0.00;0.00;0
-313.01;-178.24;125.00;0.00;0.00;0
-324.47;-187.86;140.00;0.00;0.00;0
-327.69;-191.69;145.00;0.00;0.00;0
-330.55;-195.78;150.00;0.00;0.00;0
-242.15;-375.55;170.00;0.00;0.00;0
-237.15;-375.55;175.00;0.00;0.00;0
0.00;-160.00;0.00;0.00;0.00;0
-80.00;235.00;5.00;0.00;0.00;0
-79.56;230.02;10.00;0.00;0.00;0
-78.70;225.09;15.00;0.00;0.00;0
160.00;0.00;0.00;0.00;0.00;0
159.56;4.98;5.00;0.00;0.00;0
105.60;-223.79;150.00;0.00;0.00;1
108.10;-219.46;155.00;0.00;0.00;0
110.21;-214.93;160.00;0.00;0.00;0
111.92;-210.23;165.00;0.00;0.00;0
-220.93;-379.55;170.00;0.00;0.00;0
-220.06;-374.62;175.00;0.00;0.00;0
114.52;-195.50;180.00;0.00;0.00;0
108.10;-166.54;210.00;0.00;0.00;1
105.60;-162.21;215.00;0.00;0.00;1
114.52;-190.50;185.00;0.00;0.00;0
114.08;-185.52;190.00;0.00;0.00;0
102.73;-158.11;220.00;0.00;0.00;1
113.21;-180.59;195.00;0.00;0.00;0
111.92;-175.77;200.00;0.00;0.00;0
110.21;-171.07;205.00;0.00;0.00;0
99.52;-154.28;225.00;0.00;0.00;0
88.05;-144.66;240.00;0.00;0.00;0
92.15;-147.53;235.00;0.00;0.00;0
95.98;-150.74;230.00;0.00;0.00;0
83.72;-142.16;245.00;0.00;0.00;0
79.19;-140.05;250.00;0.00;0.00;0
44.85;-137.04;285.00;0.00;0.00;1
74.49;-138.34;255.00;0.00;0.00;0
40.02;-138.34;290.00;0.00;0.00;1
69.66;-137.04;260.00;0.00;0.00;0
64.74;-136.18;265.00;0.00;0.00;0
59.76;-135.74;270.00;0.00;0.00;0
54.76;-135.74;275.00;0.00;0.00;0
49.78;-136.18;280.00;0.00;0.00;0
141.47;45.82;305.00;-9.91;-1.30;0
155.33;51.32;300.00;0.00;0.00;0
128.52;38.34;310.00;-9.53;-3.00;0
169.77;54.74;295.00;-0.44;9.98;0
116.76;29.04;315.00;-8.86;-4.61;0
109.69;21.97;320.00;-7.93;-6.08;0
106.48;18.14;325.00;-3.54;-3.54;0
103.61;14.05;330.00;0.00;0.00;0
101.11;9.72;335.00;0.00;0.00;0
98.99;5.18;340.00;0.00;0.00;0
97.28;0.49;345.00;0.00;0.00;0
95.99;-4.34;350.00;0.00;0.00;0
276.05;-320.86;195.00;0.00;0.00;0
264.87;-317.57;200.00;0.00;0.00;0
246.23;-310.65;210.00;-4.94;-0.77;1
253.28;-314.41;205.00;-4.94;-0.77;0
238.79;-307.09;215.00;-4.94;-0.77;0
226.04;-304.53;220.00;-4.94;-0.77;0
217.88;-301.47;225.00;-9.88;-1.54;0
209.41;-298.70;230.00;-4.94;-0.77;0
244.93;23.92;270.00;0.00;0.00;1
239.93;23.92;275.00;0.00;0.00;1
195.70;-297.03;235.00;-4.94;-0.77;0
234.95;23.49;280.00;0.00;0.00;1
186.66;-294.93;240.00;-9.88;-1.54;0
177.39;-293.20;245.00;-4.94;-0.77;0
264.36;19.62;250.00;0.00;0.00;0
259.66;21.33;255.00;0.00;0.00;0
254.83;22.62;260.00;0.00;0.00;0
190.75;22.83;310.00;-7.93;6.08;0
203.71;21.08;305.00;0.00;0.00;0
215.96;17.50;300.00;0.00;0.00;0
177.39;22.62;315.00;-8.86;4.61;0
249.91;23.49;265.00;0.00;0.00;0
163.95;20.39;320.00;-9.53;3.00;0
220.49;19.62;295.00;0.00;0.00;0
150.75;16.12;325.00;-9.91;1.30;0
138.13;9.86;330.00;-9.98;-0.44;0
225.19;21.33;290.00;0.00;0.00;0
126.40;1.71;335.00;-9.75;-2.16;0
115.86;-8.19;340.00;-9.23;-3.82;0
106.79;-19.64;345.00;-8.43;-5.37;0
230.02;22.62;285.00;0.00;0.00;0
99.41;-32.39;350.00;-7.37;-6.75;0
-2.91;-425.45;155.00;0.00;0.00;0
0.63;-428.98;160.00;0.00;0.00;0
4.46;-426.70;165.00;0.00;0.00;0
8.55;-429.56;170.00;0.00;0.00;0
208.54;-135.17;185.00;-2.50;-4.33;0
207.87;-136.46;190.00;0.00;0.00;0
166.98;-132.64;215.00;-9.91;-1.30;1
152.54;-137.28;220.00;-9.23;-3.82;1
15.37;-432.55;195.00;0.00;0.00;0
14.85;-432.99;200.00;0.00;0.00;0
14.35;-432.99;205.00;0.00;0.00;0
182.29;-130.91;210.00;0.00;0.00;0
138.15;-141.91;225.00;-9.06;-4.23;0
123.59;-146.14;230.00;-9.06;-4.23;0
109.02;-150.36;235.00;-9.06;-4.23;0
96.16;-157.11;240.00;-7.93;-6.08;0
91.27;-157.73;245.00;0.00;0.00;0
94.81;-154.19;250.00;-3.21;-3.83;0
92.52;-150.36;255.00;0.00;0.00;0
95.39;-146.27;260.00;0.00;0.00;0
-80.00;-80.00;0.00;0.00;0.00;0
-53.54;-130.84;60.00;0.00;0.00;0
-49.21;-133.34;65.00;0.00;0.00;0
-44.67;-135.45;70.00;0.00;0.00;0
-39.98;-137.16;75.00;0.00;0.00;0
-35.15;-138.46;80.00;0.00;0.00;0
-30.22;-139.32;85.00;0.00;0.00;0
-25.24;-139.76;90.00;0.00;0.00;0
-20.24;-139.76;95.00;0.00;0.00;0
-15.26;-139.32;100.00;0.00;0.00;0
-13.01;-142.68;105.00;0.00;0.00;0
-13.54;-149.83;110.00;-2.68;-4.22;0
-14.20;-156.56;115.00;-2.68;-4.22;0
-12.35;-158.67;120.00;-2.68;-4.22;0
-13.38;-164.61;125.00;-2.68;-4.22;0
-11.96;-165.96;130.00;-5.36;-8.44;0
-10.81;-166.97;135.00;-2.68;-4.22;0
-12.64;-171.88;140.00;-2.68;-4.22;0
-12.10;-172.27;145.00;-5.36;-8.44;0
-11.91;-172.40;150.00;-2.68;-4.22;0
